2	15	264000000	0	0	0
2	16	264000000	0	0	0
2	17	264000000	0	0	0
2	18	264000000	0	0	0
2	19	264000000	0	0	0
2	20	264000000	0	0	0
2	21	264000000	0	0	0
2	22	264000000	0	0	0
2	23	264000000	0	0	0
2	24	264000000	0	0	0
2	25	264000000	0	0	0
2	26	264000000	0	0	0
2	27	264000000	0	0	0
2	28	264000000	0	0	0
2	29	264000000	0	0	0
3	1	264000000	0	0	0
3	2	263999998	2	0	0
3	3	263999998	2	0	0
3	4	263999998	2	0	0
3	5	263999998	2	0	0
3	6	263999996	4	0	0
3	7	263999996	4	0	0
3	8	263999992	6	2	0
3	9	263999979	19	2	0
3	10	263999973	25	2	0
3	11	263999966	31	2	1
3	12	263999963	34	2	1
3	13	263999933	60	3	4
3	14	263999904	83	8	5
3	15	263999883	104	8	5
3	16	263999866	121	8	5
3	17	263999828	156	9	7
3	18	263999773	197	11	19
3	19	263999691	269	15	25
3	20	263999631	320	17	32
3	21	263999550	392	20	38
3	22	263999486	437	29	48
3	23	263999422	500	29	49
3	24	263999315	601	29	55
3	25	263999211	701	30	58
3	26	263999108	780	34	78
3	27	263998955	913	45	87
3	28	263998846	994	58	102
3	29	263998716	1107	63	114
3	30	263998587	1217	74	122
3	31	263998473	1311	80	136
4	1	263998324	1417	102	157
4	2	263998211	1508	111	170
4	3	263998015	1671	133	181
4	4	263997909	1751	149	191
4	5	263997728	1911	163	198
4	6	263997510	2090	191	209
4	7	263997263	2313	203	221
4	8	263997045	2494	221	240
4	9	263996708	2761	251	280
4	10	263996489	2924	281	306
4	11	263996159	3229	285	327
4	12	263995759	3509	359	373
4	13	263995443	3778	380	399
