264000000	1	0	0
263999999	1	0	0
263999999	1	0	0
263999998	2	0	0
263999998	2	1	0
263999997	3	1	0
263999996	3	1	0
263999995	4	2	0
263999994	5	2	0
263999992	6	2	0
263999990	7	3	0
263999988	9	4	0
263999985	11	5	0
263999981	13	6	0
263999977	16	7	0
263999972	19	9	0
263999966	23	11	0
263999958	28	14	0
263999949	34	17	0
263999937	42	21	0
263999924	51	25	0
263999907	62	31	0
263999886	75	38	0
263999861	91	46	0
263999831	111	56	0
263999795	135	68	0
263999750	164	83	1
263999697	199	101	1
263999630	242	123	4
263999549	295	150	5
263999450	360	183	5
263999331	438	223	5
263999185	533	271	7
263999009	648	330	19
263998796	787	401	25
263998538	956	487	32
263998226	1160	591	38
263997836	1414	721	48
263997363	1724	879	49
263996788	2099	1071	55
263996089	2556	1303	58
263995242	3109	1586	78
263994214	3781	1929	87
263992969	4594	2343	102
263991463	5578	2846	114
263989640	6769	3453	122
