60000000	0	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999998	2	0	0
59999997	3	0	0
59999997	3	0	0
59999997	3	0	0
59999997	3	0	0
59999997	3	0	0
59999996	4	0	0
59999979	19	1	1
59999921	75	2	2
59999843	152	2	3
59999770	221	3	6
59999676	310	4	10
59999528	455	5	12
59999343	593	47	17
59999049	882	48	21
59998870	1049	52	29
59998297	1577	85	41
59997962	1835	151	52
59997496	2263	162	79
59996909	2706	278	107
59996140	3296	416	148
59995362	3916	525	197
59994115	5061	591	233
59992623	6387	624	366
59990826	7985	726	463
59989921	8514	934	631
59987608	10590	975	827
59984957	12839	1188	1016
59982410	14955	1369	1266
59978913	17750	1896	1441
59975323	20603	2265	1809
59972090	23073	2679	2158
59968564	26062	2871	2503
59964357	28710	3955	2978
59959035	33190	4370	3405
59953049	37860	5059	4032
59946492	42681	6002	4825
59940932	46638	6954	5476
59936143	50418	7362	6077
59930894	54030	8256	6820
59925684	57521	9292	7503
59919481	62013	10291	8215
59913572	66414	10880	9134
59907598	70065	12314	10023
59902381	73880	12960	10779
59898331	75528	14550	11591
59894278	77635	15659	12428
59889496	80572	16777	13155
59884828	83049	18208	13915
59880243	85388	19688	14681
59875438	88274	20926	15362
59871122	91246	21745	15887
59867523	93187	22767	16523
59864484	94067	24322	17127
59860648	95262	26421	17669
59856444	96877	28400	18279
59852493	98273	30385	18849
